Free Form,Job1,Job2,Job3,Score1,Score2,Score3
customer service specialist,customer support specialist,customer experience specialist,customer assistance specialist,0.9828299880027771,0.9728956818580627,0.9715269207954407
customer service specialist content writer,it customer support specialist,customer experience specialist,customer solutions specialist,0.904535174369812,0.9003286361694336,0.898016631603241
customer service specialist ii,delivery analyst,client delivery analyst,customer service support analyst,0.8571114540100098,0.8499646782875061,0.8488161563873291
customer service specialist iii,client solutions director,strategic accounts program manager,director of customer support services,0.7955327033996582,0.7885094881057739,0.7869454026222229
customer service specialist sales analyst,customer sales analyst,customer service agent sales specialist,sales client service specialist,0.9689269065856934,0.964218258857727,0.9536533355712891
customer service specialist sst,customer solutions specialist,customer support specialist,customer solutions agent,0.9258753657341003,0.9165507555007935,0.9142663478851318
customer service steward and finance officer,customer finance manager,finance customer service representative,financial customer service representative,0.9474574327468872,0.9425157904624939,0.9131342172622681
customer service supervisor,customer support supervisor,customer service and support supervisor,customer solutions supervisor,0.9799036979675293,0.9779583215713501,0.9713839292526245
customer service team lead,customer support team lead,customer experience team lead,customer support project manager,0.985507607460022,0.9748615026473999,0.9549555778503418
customer service team leader,customer experience team lead,customer support team lead,customer support project manager,0.967293918132782,0.9659587144851685,0.9629173278808594
customer services rep,customer support team,customer support representative,customer assistance representative,0.9266953468322754,0.9266594648361206,0.9265878200531006
customer services representative lending specialist,consumer lending sales specialist,commercial lending assistant,lending assistant,0.9078208208084106,0.8896781206130981,0.8767517805099487
customer solutions,customer solutions representative,customer solutions specialist,customer solutions associate,0.9650755524635315,0.9543645977973938,0.9536038637161255
customer solutions consultant,customer solutions consultant,customer solutions advisor,customer solutions associate,0.9999995827674866,0.9809820055961609,0.9667758941650391
customer solutions data scientist,customer solutions engineer,customer data specialist,customer solutions consultant,0.9394237399101257,0.934470534324646,0.9337728023529053
customer solutions expert,customer solutions expert,customer experience expert,customer solutions professional,1.0000001192092896,0.949874758720398,0.9486877918243408
customer solutions expert wix stores lead product specialist,customer solutions expert,customer solutions specialist,customer solutions professional,0.8697214722633362,0.8567944765090942,0.8465272188186646
customer solutions specialist,customer solutions specialist,customer solutions professional,customer solutions representative,1.0,0.9742840528488159,0.9670403003692627
customer strategy manager,customer experience manager,customer solutions manager,customer experience program manager,0.9629855155944824,0.9591690301895142,0.9591277837753296
customer strategy manager sms,messaging analyst,social media manager marketing assistant,email marketing manager,0.8117703795433044,0.8093434572219849,0.8010969161987305
customer success,customer success lead,customer success representative,head of customer success,0.9730305671691895,0.9201364517211914,0.9197951555252075
customer success account manager,customer success account manager,customer success manager,customer success operations manager,1.0000001192092896,0.9724627733230591,0.9686328172683716
